"outcome","condition","con","cov","complexity"
"VRFIR_2019.2023","UNS_2019.2023*CZM_2024+czm_2024*CZR_2024+czm_2024*lfa_2019*EDB_2019.2023+htj_2019.2023*hcshyt_2023.2024*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*CZM_2024+HTJ_2019.2023*VRBW_2019.2023+czm_2024*VRBW_2019.2023*EDB_2019.2023+htj_2019.2023*hcshyt_2023.2024*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*CZR_2024+uns_2019.2023*HTJ_2019.2023+CZM_2024*VRBW_2019.2023*eda_2019.2023+htj_2019.2023*VRBW_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*CZR_2024+HTJ_2019.2023*hcshyt_2023.2024+uns_2019.2023*hcshyt_2023.2024*eda_2019.2023+czd_2024*CZM_2024*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*CZR_2024+HTJ_2019.2023*hcshyt_2023.2024+uns_2019.2023*hcshyt_2023.2024*eda_2019.2023+CZM_2024*czr_2024*vrbw_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*CZR_2024+HTJ_2019.2023*hcshyt_2023.2024+czd_2024*CZM_2024*eda_2019.2023+czm_2024*htj_2019.2023*VRBW_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*CZR_2024+HTJ_2019.2023*hcshyt_2023.2024+czd_2024*CZM_2024*eda_2019.2023+czm_2024*VRBW_2019.2023*EDB_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*CZR_2024+HTJ_2019.2023*hcshyt_2023.2024+CZM_2024*czr_2024*vrbw_2019.2023+czm_2024*htj_2019.2023*VRBW_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*CZR_2024+HTJ_2019.2023*hcshyt_2023.2024+CZM_2024*czr_2024*vrbw_2019.2023+czm_2024*VRBW_2019.2023*EDB_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*CZR_2024+HTJ_2019.2023*VRBW_2019.2023+czm_2024*lfa_2019*EDB_2019.2023+htj_2019.2023*hcshyt_2023.2024*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*CZR_2024+HTJ_2019.2023*EDA_2019.2023+CZM_2024*VRBW_2019.2023*eda_2019.2023+htj_2019.2023*hcshyt_2023.2024*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*CZR_2024+HTJ_2019.2023*EDA_2019.2023+htj_2019.2023*hcshyt_2023.2024*eda_2019.2023+htj_2019.2023*VRBW_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*htj_2019.2023+UNS_2019.2023*VRBW_2019.2023+uns_2019.2023*hcshyt_2023.2024*eda_2019.2023+czm_2024*lfa_2019*EDB_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","uns_2019.2023*HTJ_2019.2023+UNS_2019.2023*EDA_2019.2023+uns_2019.2023*czm_2024*hcshyt_2023.2024+htj_2019.2023*VRBW_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","uns_2019.2023*HTJ_2019.2023+CZM_2024*hcshyt_2023.2024+czm_2024*lfa_2019*EDB_2019.2023+CZM_2024*VRBW_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","uns_2019.2023*HTJ_2019.2023+HTJ_2019.2023*VRBW_2019.2023+CZM_2024*htj_2019.2023*eda_2019.2023+czm_2024*lfa_2019*EDB_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","uns_2019.2023*HTJ_2019.2023+HTJ_2019.2023*VRBW_2019.2023+czm_2024*lfa_2019*EDB_2019.2023+CZR_2024*htj_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","uns_2019.2023*HTJ_2019.2023+HTJ_2019.2023*VRBW_2019.2023+czm_2024*VRBW_2019.2023*EDB_2019.2023+htj_2019.2023*hcshyt_2023.2024*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*VRBW_2019.2023+CZR_2024*VRBW_2019.2023+CZM_2024*czr_2024*vrbw_2019.2023+CZM_2024*htj_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*VRBW_2019.2023+CZR_2024*VRBW_2019.2023+CZM_2024*czr_2024*vrbw_2019.2023+CZR_2024*htj_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*hcshyt_2023.2024+uns_2019.2023*czm_2024*hcshyt_2023.2024+czd_2024*CZM_2024*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*hcshyt_2023.2024+uns_2019.2023*czm_2024*hcshyt_2023.2024+czm_2024*htj_2019.2023*VRBW_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*hcshyt_2023.2024+uns_2019.2023*czm_2024*hcshyt_2023.2024+czm_2024*VRBW_2019.2023*EDB_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*VRBW_2019.2023+czd_2024*CZM_2024*czr_2024+CZM_2024*htj_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*VRBW_2019.2023+czd_2024*CZM_2024*czr_2024+CZR_2024*htj_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*VRBW_2019.2023+czd_2024*CZM_2024*eda_2019.2023+czm_2024*htj_2019.2023*VRBW_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*VRBW_2019.2023+czd_2024*CZM_2024*eda_2019.2023+czm_2024*VRBW_2019.2023*EDB_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*VRBW_2019.2023+czd_2024*CZM_2024*eda_2019.2023+htj_2019.2023*VRBW_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*VRBW_2019.2023+czm_2024*htj_2019.2023*VRBW_2019.2023+CZM_2024*htj_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*VRBW_2019.2023+czm_2024*htj_2019.2023*VRBW_2019.2023+CZR_2024*htj_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*VRBW_2019.2023+CZM_2024*htj_2019.2023*eda_2019.2023+czm_2024*VRBW_2019.2023*EDB_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*VRBW_2019.2023+CZM_2024*htj_2019.2023*eda_2019.2023+CZM_2024*VRBW_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*VRBW_2019.2023+CZM_2024*htj_2019.2023*eda_2019.2023+htj_2019.2023*VRBW_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*VRBW_2019.2023+czm_2024*VRBW_2019.2023*EDB_2019.2023+CZR_2024*htj_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*VRBW_2019.2023+CZM_2024*VRBW_2019.2023*eda_2019.2023+CZR_2024*htj_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*VRBW_2019.2023+CZR_2024*htj_2019.2023*eda_2019.2023+htj_2019.2023*VRBW_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+HTJ_2019.2023*VRBW_2019.2023+czm_2024*lfa_2019*EDB_2019.2023+htj_2019.2023*hcshyt_2023.2024*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","czm_2024*CZR_2024+czm_2024*EDA_2019.2023+czd_2024*CZM_2024*czr_2024+CZM_2024*VRBW_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","czm_2024*CZR_2024+czm_2024*EDA_2019.2023+czm_2024*htj_2019.2023*VRBW_2019.2023+CZM_2024*VRBW_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","czm_2024*CZR_2024+czm_2024*EDA_2019.2023+czm_2024*VRBW_2019.2023*EDB_2019.2023+CZM_2024*VRBW_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","czm_2024*CZR_2024+czm_2024*EDA_2019.2023+CZM_2024*VRBW_2019.2023*eda_2019.2023+htj_2019.2023*VRBW_2019.2023*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","CZR_2024*hcshyt_2023.2024+CZR_2024*VRBW_2019.2023+czd_2024*CZM_2024*eda_2019.2023+CZM_2024*czr_2024*vrbw_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","HTJ_2019.2023*VRBW_2019.2023+HTJ_2019.2023*EDA_2019.2023+czm_2024*lfa_2019*EDB_2019.2023+htj_2019.2023*hcshyt_2023.2024*eda_2019.2023",0.615384615384615,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*CZM_2024+UNS_2019.2023*VRBW_2019.2023+uns_2019.2023*hcshyt_2023.2024*eda_2019.2023+czm_2024*lfa_2019*EDB_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*CZM_2024+CZR_2024*hcshyt_2023.2024+uns_2019.2023*hcshyt_2023.2024*eda_2019.2023+czm_2024*lfa_2019*EDB_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*CZR_2024+CZR_2024*VRBW_2019.2023+czd_2024*CZM_2024*czr_2024+czm_2024*htj_2019.2023*VRBW_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*CZR_2024+CZR_2024*VRBW_2019.2023+czd_2024*CZM_2024*czr_2024+czm_2024*VRBW_2019.2023*EDB_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*CZR_2024+CZR_2024*VRBW_2019.2023+czd_2024*CZM_2024*czr_2024+htj_2019.2023*VRBW_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","uns_2019.2023*HTJ_2019.2023+HTJ_2019.2023*hcshyt_2023.2024+czm_2024*lfa_2019*EDB_2019.2023+CZM_2024*VRBW_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*hcshyt_2023.2024+HTJ_2019.2023*EDA_2019.2023+CZM_2024*VRBW_2019.2023*eda_2019.2023+htj_2019.2023*VRBW_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*VRBW_2019.2023+CZR_2024*VRBW_2019.2023+czd_2024*CZM_2024*czr_2024+CZM_2024*htj_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*VRBW_2019.2023+CZR_2024*VRBW_2019.2023+czd_2024*CZM_2024*czr_2024+CZR_2024*htj_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*hcshyt_2023.2024+uns_2019.2023*czm_2024*hcshyt_2023.2024+htj_2019.2023*VRBW_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*VRBW_2019.2023+czd_2024*CZM_2024*czr_2024+czm_2024*htj_2019.2023*VRBW_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*VRBW_2019.2023+czd_2024*CZM_2024*czr_2024+czm_2024*VRBW_2019.2023*EDB_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*VRBW_2019.2023+czd_2024*CZM_2024*czr_2024+htj_2019.2023*VRBW_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*VRBW_2019.2023+czm_2024*htj_2019.2023*VRBW_2019.2023+CZM_2024*VRBW_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*VRBW_2019.2023+czm_2024*VRBW_2019.2023*EDB_2019.2023+CZM_2024*VRBW_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+CZR_2024*VRBW_2019.2023+CZM_2024*VRBW_2019.2023*eda_2019.2023+htj_2019.2023*VRBW_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+HTJ_2019.2023*hcshyt_2023.2024+uns_2019.2023*czm_2024*hcshyt_2023.2024+CZM_2024*htj_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+HTJ_2019.2023*hcshyt_2023.2024+uns_2019.2023*czm_2024*hcshyt_2023.2024+CZR_2024*htj_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+HTJ_2019.2023*hcshyt_2023.2024+uns_2019.2023*hcshyt_2023.2024*eda_2019.2023+CZM_2024*VRBW_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+HTJ_2019.2023*hcshyt_2023.2024+czm_2024*htj_2019.2023*VRBW_2019.2023+CZM_2024*VRBW_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","UNS_2019.2023*EDA_2019.2023+HTJ_2019.2023*hcshyt_2023.2024+czm_2024*VRBW_2019.2023*EDB_2019.2023+CZM_2024*VRBW_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","CZM_2024*hcshyt_2023.2024+HTJ_2019.2023*EDA_2019.2023+uns_2019.2023*hcshyt_2023.2024*eda_2019.2023+CZM_2024*VRBW_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","CZM_2024*hcshyt_2023.2024+HTJ_2019.2023*EDA_2019.2023+czm_2024*lfa_2019*EDB_2019.2023+CZM_2024*VRBW_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","CZR_2024*hcshyt_2023.2024+CZR_2024*VRBW_2019.2023+czd_2024*CZM_2024*eda_2019.2023+czm_2024*htj_2019.2023*VRBW_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","CZR_2024*hcshyt_2023.2024+CZR_2024*VRBW_2019.2023+czd_2024*CZM_2024*eda_2019.2023+czm_2024*VRBW_2019.2023*EDB_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","CZR_2024*hcshyt_2023.2024+CZR_2024*VRBW_2019.2023+czd_2024*CZM_2024*eda_2019.2023+htj_2019.2023*VRBW_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","CZR_2024*hcshyt_2023.2024+CZR_2024*VRBW_2019.2023+CZM_2024*czr_2024*vrbw_2019.2023+czm_2024*htj_2019.2023*VRBW_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","CZR_2024*hcshyt_2023.2024+CZR_2024*VRBW_2019.2023+CZM_2024*czr_2024*vrbw_2019.2023+czm_2024*VRBW_2019.2023*EDB_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","CZR_2024*hcshyt_2023.2024+CZR_2024*VRBW_2019.2023+CZM_2024*czr_2024*vrbw_2019.2023+CZM_2024*VRBW_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","CZR_2024*hcshyt_2023.2024+CZR_2024*VRBW_2019.2023+CZM_2024*czr_2024*vrbw_2019.2023+htj_2019.2023*VRBW_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","CZR_2024*hcshyt_2023.2024+HTJ_2019.2023*VRBW_2019.2023+uns_2019.2023*hcshyt_2023.2024*eda_2019.2023+czm_2024*lfa_2019*EDB_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","HTJ_2019.2023*hcshyt_2023.2024+HTJ_2019.2023*VRBW_2019.2023+CZM_2024*czr_2024*vrbw_2019.2023+CZM_2024*htj_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
"VRFIR_2019.2023","HTJ_2019.2023*hcshyt_2023.2024+HTJ_2019.2023*VRBW_2019.2023+CZM_2024*czr_2024*vrbw_2019.2023+CZR_2024*htj_2019.2023*eda_2019.2023",0.6,0.615384615384615,10
